cycle,fsm,ch_count,mac_start,phase_clear,mac_done,is_ch35,in_valid,in_ready,ch_done,pixel_valid,px_frame,px_pass,px_y,px_x,pixel_in0,pixel_in1,pixel_in2,lb_wr_row,lb_wr_col,win_valid,win_frame,win_pass,win_oy,win_ox,wac,weight_valid,out_ch_sel,rom_grp,mac_s1,mac_s2,mac_valid,mac_frame,mac_pass,mac_pos,mac_och,ch_result0,ch_result1,ch_result2,ob_state,ob_pixel_cnt,ob_och_cnt,sum_valid,sum_frame,sum_pos,sum_och,sum_data,sum_ch_done,fifo_count,out_valid,out_ready,out_frame,out_pos,out_och,out_data,out_ch_done,monitor_err
9899,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1246,1,1,1,43,2,0,0,0
9900,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1245,1,0,,,,,,0
9901,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1245,1,0,,,,,,0
9902,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1245,1,1,1,43,3,0,0,0
9903,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1244,1,0,,,,,,0
9904,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1244,1,0,,,,,,0
9905,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1244,1,1,1,43,4,0,0,0
9906,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1243,1,1,1,43,5,0,0,0
9907,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1242,1,1,1,43,6,0,0,0
9908,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1241,1,1,1,43,7,0,0,0
9909,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1240,1,0,,,,,,0
9910,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1240,1,1,1,43,8,0,0,0
9911,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1239,1,0,,,,,,0
9912,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1239,1,1,1,43,9,0,0,0
9913,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1238,1,0,,,,,,0
9914,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1238,1,0,,,,,,0
9915,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1238,1,1,1,43,10,0,0,0
9916,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1237,1,1,1,43,11,0,0,0
9917,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1236,1,0,,,,,,0
9918,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1236,1,0,,,,,,0
9919,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1236,1,1,1,43,12,0,0,0
9920,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1235,1,1,1,43,13,0,0,0
9921,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1234,1,1,1,43,14,0,0,0
9922,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1233,1,1,1,43,15,0,0,0
9923,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1232,1,0,,,,,,0
9924,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1232,1,0,,,,,,0
9925,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1232,1,0,,,,,,0
9926,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1232,1,1,1,44,0,0,0,0
9927,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1231,1,1,1,44,1,0,0,0
9928,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1230,1,0,,,,,,0
9929,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1230,1,1,1,44,2,0,0,0
9930,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1229,1,0,,,,,,0
9931,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1229,1,1,1,44,3,0,0,0
9932,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1228,1,0,,,,,,0
9933,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1228,1,0,,,,,,0
9934,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1228,1,1,1,44,4,0,0,0
9935,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1227,1,1,1,44,5,0,0,0
9936,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1226,1,0,,,,,,0
9937,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1226,1,1,1,44,6,0,0,0
9938,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1225,1,0,,,,,,0
9939,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1225,1,0,,,,,,0
9940,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1225,1,1,1,44,7,0,0,0
9941,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1224,1,1,1,44,8,0,0,0
9942,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1223,1,1,1,44,9,0,0,0
9943,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1222,1,1,1,44,10,0,0,0
9944,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1221,1,0,,,,,,0
9945,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1221,1,1,1,44,11,0,0,0
9946,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1220,1,0,,,,,,0
9947,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1220,1,1,1,44,12,0,0,0
9948,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1219,1,1,1,44,13,0,0,0
9949,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1218,1,1,1,44,14,0,0,0
9950,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1217,1,1,1,44,15,0,0,0
9951,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1216,1,1,1,45,0,0,0,0
9952,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1215,1,1,1,45,1,0,0,0
9953,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1214,1,0,,,,,,0
9954,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1214,1,0,,,,,,0
9955,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1214,1,1,1,45,2,0,0,0
9956,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1213,1,1,1,45,3,0,0,0
9957,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1212,1,0,,,,,,0
9958,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1212,1,1,1,45,4,0,0,0
9959,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1211,1,0,,,,,,0
9960,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1211,1,0,,,,,,0
9961,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1211,1,0,,,,,,0
9962,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1211,1,0,,,,,,0
9963,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1211,1,1,1,45,5,0,0,0
9964,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1210,1,0,,,,,,0
9965,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1210,1,0,,,,,,0
9966,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1210,1,1,1,45,6,0,0,0
9967,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1209,1,0,,,,,,0
9968,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1209,1,1,1,45,7,0,0,0
9969,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1208,1,1,1,45,8,0,0,0
9970,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1207,1,1,1,45,9,0,0,0
9971,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1206,1,1,1,45,10,0,0,0
9972,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1205,1,0,,,,,,0
9973,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1205,1,0,,,,,,0
9974,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1205,1,1,1,45,11,0,0,0
9975,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1204,1,0,,,,,,0
9976,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1204,1,1,1,45,12,0,0,0
9977,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1203,1,1,1,45,13,0,0,0
9978,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1202,1,1,1,45,14,0,0,0
9979,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1201,1,0,,,,,,0
9980,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1201,1,1,1,45,15,0,0,0
9981,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,0,,,,,,0
9982,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,0,,,,,,0
9983,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,0,,,,,,0
9984,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,0,,,,,,0
9985,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,0,,,,,,0
9986,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1200,1,1,1,46,0,0,0,0
9987,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1199,1,1,1,46,1,0,0,0
9988,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1198,1,1,1,46,2,0,0,0
9989,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1197,1,0,,,,,,0
9990,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1197,1,0,,,,,,0
9991,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1197,1,1,1,46,3,0,0,0
9992,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1196,1,0,,,,,,0
9993,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1196,1,1,1,46,4,0,0,0
9994,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1195,1,0,,,,,,0
9995,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1195,1,1,1,46,5,0,0,0
9996,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1194,1,0,,,,,,0
9997,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1194,1,0,,,,,,0
9998,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1194,1,1,1,46,6,0,0,0
9999,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1193,1,1,1,46,7,0,0,0
10000,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1192,1,0,,,,,,0
10001,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1192,1,0,,,,,,0
10002,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1192,1,0,,,,,,0
10003,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1192,1,1,1,46,8,0,0,0
10004,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1191,1,0,,,,,,0
10005,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1191,1,0,,,,,,0
10006,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1191,1,1,1,46,9,0,0,0
10007,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1190,1,1,1,46,10,0,0,0
10008,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1189,1,1,1,46,11,0,0,0
10009,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1188,1,1,1,46,12,0,0,0
10010,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1187,1,0,,,,,,0
10011,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1187,1,1,1,46,13,0,0,0
10012,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1186,1,0,,,,,,0
10013,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1186,1,0,,,,,,0
10014,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1186,1,1,1,46,14,0,0,0
10015,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1185,1,0,,,,,,0
10016,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1185,1,1,1,46,15,0,0,0
10017,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1184,1,0,,,,,,0
10018,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1184,1,1,1,47,0,0,0,0
10019,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1183,1,0,,,,,,0
10020,IDLE,0,0,0,0,0,0,1,1,0,,,,,1,0,0,0,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,0,0,0,,,,0,0,1183,1,0,,,,,,0
